Student ID,Course,Grade
3760.0,History,C
3760.0,English,B
3760.0,Physical Education,D
3761.0,Math,D
3761.0,Science,A
3761.0,History,F
3761.0,English,A
3761.0,Physical Education,B
3762.0,Math,F
3762.0,Science,A
3762.0,History,B
3762.0,English,C
3762.0,Physical Education,F
3763.0,Math,F
3763.0,Science,A
3763.0,History,C
3763.0,English,D
3763.0,Physical Education,C
3764.0,Math,F
3764.0,Science,D
3764.0,History,A
3764.0,English,B
3764.0,Physical Education,D
3765.0,Math,C
3765.0,Science,B
3765.0,History,F
3765.0,English,A
3765.0,Physical Education,F
3766.0,Math,A
3766.0,Science,C
3766.0,History,C
3766.0,English,B
3766.0,Physical Education,D
3767.0,Math,C
3767.0,Science,C
3767.0,History,F
3767.0,English,D
3767.0,Physical Education,B
3768.0,Math,C
3768.0,Science,A
3768.0,History,C
3768.0,English,D
3768.0,Physical Education,D
3769.0,Math,B
3769.0,Science,A
3769.0,History,C
3769.0,English,F
3769.0,Physical Education,A
3770.0,Math,A
3770.0,Science,C
3770.0,History,B
3770.0,English,F
3770.0,Physical Education,A
3771.0,Math,A
3771.0,Science,B
3771.0,History,B
3771.0,English,B
3771.0,Physical Education,C
3772.0,Math,B
3772.0,Science,B
3772.0,History,B
3772.0,English,C
3772.0,Physical Education,D
3773.0,Math,D
3773.0,Science,A
3773.0,History,C
3773.0,English,B
3773.0,Physical Education,B
3774.0,Math,C
3774.0,Science,B
3774.0,History,F
3774.0,English,D
3774.0,Physical Education,A
3775.0,Math,D
3775.0,Science,D
3775.0,History,B
3775.0,English,B
3775.0,Physical Education,F
3776.0,Math,A
3776.0,Science,D
3776.0,History,B
3776.0,English,A
3776.0,Physical Education,C
3777.0,Math,B
3777.0,Science,F
3777.0,History,F
3777.0,English,F
3777.0,Physical Education,F
3778.0,Math,C
3778.0,Science,D
3778.0,History,C
3778.0,English,A
3778.0,Physical Education,A
3779.0,Math,A
3779.0,Science,C
3779.0,History,C
3779.0,English,F
3779.0,Physical Education,C
3780.0,Math,F
3780.0,Science,D
3780.0,History,F
3780.0,English,C
3780.0,Physical Education,C
3781.0,Math,D
3781.0,Science,F
3781.0,History,B
3781.0,English,C
3781.0,Physical Education,A
3782.0,Math,A
3782.0,Science,C
3782.0,History,B
3782.0,English,C
3782.0,Physical Education,C
3783.0,Math,C
3783.0,Science,C
3783.0,History,F
3783.0,English,B
3783.0,Physical Education,A
3784.0,Math,F
3784.0,Science,F
3784.0,History,F
3784.0,English,B
3784.0,Physical Education,C
3785.0,Math,C
3785.0,Science,F
3785.0,History,B
3785.0,English,A
3785.0,Physical Education,C
3786.0,Math,D
3786.0,Science,B
3786.0,History,B
3786.0,English,D
3786.0,Physical Education,C
3787.0,Math,A
3787.0,Science,F
3787.0,History,D
3787.0,English,D
3787.0,Physical Education,F
3788.0,Math,B
3788.0,Science,F
3788.0,History,F
3788.0,English,C
3788.0,Physical Education,D
3789.0,Math,F
3789.0,Science,D
3789.0,,F
3789.0,English,A
3789.0,Physical Education,B
3790.0,Math,B
3790.0,Science,B
3790.0,History,C
3790.0,English,A
3790.0,Physical Education,B
3791.0,Math,D
3791.0,Science,D
3791.0,History,F
3791.0,English,F
3791.0,Physical Education,D
3792.0,Math,D
3792.0,Science,A
3792.0,History,B
3792.0,English,F
3792.0,Physical Education,F
3793.0,Math,D
3793.0,Science,A
3793.0,History,B
3793.0,English,C
3793.0,Physical Education,C
3794.0,Math,B
3794.0,Science,A
3794.0,History,B
3794.0,English,B
3794.0,Physical Education,C
3795.0,Math,A
3795.0,Science,B
3795.0,History,A
3795.0,English,C
3795.0,Physical Education,C
3796.0,Math,A
3796.0,Science,C
3796.0,History,D
3796.0,English,D
3796.0,Physical Education,D
3797.0,Math,C
3797.0,Science,B
3797.0,History,D
3797.0,English,D
3797.0,Physical Education,D
3798.0,Math,D
3798.0,Science,F
3798.0,History,B
3798.0,English,B
3798.0,Physical Education,B
3799.0,Math,C
3799.0,Science,C
3799.0,History,F
3799.0,English,D
3799.0,Physical Education,C
3800.0,Math,C
3800.0,Science,A
3800.0,History,B
3800.0,English,C
3800.0,Physical Education,F
3801.0,Math,C
3801.0,Science,D
3801.0,History,B
3801.0,English,B
3801.0,Physical Education,D
3802.0,Math,B
3802.0,Science,D
3802.0,History,C
3802.0,English,A
3802.0,Physical Education,D
3803.0,Math,F
3803.0,Science,F
3803.0,History,C
3803.0,English,C
3803.0,Physical Education,B
3804.0,Math,B
3804.0,Science,F
3804.0,History,F
3804.0,English,B
3804.0,Physical Education,F
3805.0,Math,C
3805.0,Science,D
3805.0,History,F
3805.0,English,B
3805.0,Physical Education,A
3806.0,Math,F
3806.0,Science,D
3806.0,History,B
3806.0,English,F
3806.0,Physical Education,B
3807.0,Math,B
3807.0,Science,D
3807.0,History,C
3807.0,English,D
3807.0,Physical Education,A
3808.0,Math,D
3808.0,Science,B
3808.0,History,C
3808.0,English,F
3808.0,Physical Education,D
3809.0,Math,D
3809.0,Science,D
3809.0,History,B
3809.0,English,A
3809.0,Physical Education,C
3810.0,Math,B
3810.0,Science,D
3810.0,History,D
3810.0,English,A
3810.0,Physical Education,C
3811.0,Math,D
3811.0,Science,B
3811.0,History,D
3811.0,English,B
3811.0,Physical Education,D
3812.0,Math,B
3812.0,Science,B
3812.0,History,F
3812.0,English,D
3812.0,Physical Education,F
3813.0,Math,D
3813.0,Science,D
3813.0,History,F
3813.0,English,A
3813.0,Physical Education,C
3814.0,Math,B
3814.0,Science,A
3814.0,History,C
3814.0,English,C
3814.0,Physical Education,D
3815.0,Math,F
3815.0,Science,F
3815.0,History,B
3815.0,English,F
3815.0,Physical Education,C
3816.0,Math,C
3816.0,Science,F
3816.0,History,C
3816.0,English,B
3816.0,Physical Education,C
3817.0,Math,D
3817.0,Science,D
3817.0,History,F
3817.0,English,C
3817.0,Physical Education,C
3818.0,Math,C
3818.0,Science,A
3818.0,History,B
3818.0,English,C
3818.0,Physical Education,F
3819.0,Math,C
3819.0,Science,A
3819.0,History,A
3819.0,English,A
3819.0,Physical Education,D
3820.0,Math,D
3820.0,Science,B
3820.0,History,D
3820.0,English,A
3820.0,Physical Education,F
3821.0,Math,F
3821.0,Science,B
3821.0,History,A
3821.0,English,D
3821.0,Physical Education,F
3822.0,Math,A
3822.0,Science,C
3822.0,History,A
3822.0,English,D
3822.0,Physical Education,C
3823.0,Math,D
3823.0,Science,B
3823.0,History,F
3823.0,English,D
3823.0,Physical Education,A
3824.0,Math,C
3824.0,Science,C
3824.0,History,C
3824.0,,D
3824.0,Physical Education,D
3825.0,Math,B
3825.0,Science,B
3825.0,History,A
3825.0,English,B
3825.0,Physical Education,C
3826.0,Math,B
3826.0,Science,B
3826.0,History,D
3826.0,English,C
3826.0,Physical Education,F
3827.0,Math,D
3827.0,Science,D
3827.0,History,B
3827.0,English,A
3827.0,Physical Education,D
3828.0,Math,A
3828.0,Science,B
3828.0,History,A
3828.0,English,D
3828.0,Physical Education,A
3829.0,Math,D
3829.0,Science,A
3829.0,History,C
3829.0,English,F
3829.0,Physical Education,C
3830.0,Math,D
3830.0,Science,F
3830.0,History,A
3830.0,English,F
3830.0,Physical Education,D
3831.0,Math,A
3831.0,Science,A
3831.0,History,B
3831.0,English,D
3831.0,Physical Education,D
3832.0,Math,B
3832.0,Science,F
3832.0,History,A
3832.0,English,F
3832.0,Physical Education,D
3833.0,Math,D
3833.0,Science,D
3833.0,History,F
3833.0,English,A
3833.0,Physical Education,A
3834.0,Math,C
3834.0,Science,A
3834.0,History,D
3834.0,English,F
3834.0,Physical Education,A
3835.0,Math,A
3835.0,Science,F
3835.0,History,C
3835.0,English,F
3835.0,Physical Education,D
3836.0,Math,B
3836.0,Science,B
3836.0,History,B
3836.0,English,C
3836.0,Physical Education,B
3837.0,Math,D
3837.0,Science,D
3837.0,History,B
3837.0,English,B
3837.0,Physical Education,C
3838.0,Math,D
3838.0,Science,C
3838.0,History,B
3838.0,English,B
3838.0,Physical Education,F
3839.0,Math,D
3839.0,Science,A
3839.0,History,F
3839.0,English,D
3839.0,Physical Education,F
3840.0,Math,F
3840.0,Science,C
3840.0,History,A
3840.0,English,D
3840.0,Physical Education,D
3841.0,Math,C
3841.0,Science,B
3841.0,History,C
3841.0,English,D
3841.0,Physical Education,A
3842.0,Math,D
3842.0,Science,A
3842.0,History,A
3842.0,English,B
3842.0,Physical Education,D
3843.0,Math,C
3843.0,Science,A
3843.0,History,C
3843.0,English,B
3843.0,Physical Education,C
3844.0,Math,D
3844.0,Science,B
3844.0,History,B
3844.0,English,B
3844.0,Physical Education,B
3845.0,Math,A
3845.0,Science,F
3845.0,History,B
3845.0,English,A
3845.0,Physical Education,F
3846.0,Math,F
3846.0,Science,D
3846.0,History,D
3846.0,English,A
3846.0,Physical Education,B
3847.0,Math,F
3847.0,Science,F
3847.0,History,D
3847.0,English,A
3847.0,Physical Education,B
3848.0,Math,B
3848.0,Science,D
3848.0,History,D
3848.0,English,A
3848.0,Physical Education,D
3849.0,Math,D
3849.0,Science,C
3849.0,History,A
3849.0,English,F
3849.0,Physical Education,F
3850.0,Math,D
3850.0,Science,F
3850.0,History,B
3850.0,English,C
3850.0,Physical Education,B
3851.0,Math,A
3851.0,Science,F
3851.0,History,D
3851.0,English,D
3851.0,Physical Education,D
3852.0,Math,C
3852.0,Science,C
3852.0,History,F
3852.0,English,F
3852.0,Physical Education,B
3853.0,Math,C
3853.0,Science,B
3853.0,History,C
3853.0,English,B
3853.0,Physical Education,A
3854.0,Math,C
3854.0,Science,A
3854.0,History,F
3854.0,English,D
3854.0,Physical Education,F
3855.0,Math,B
3855.0,Science,A
3855.0,History,C
3855.0,English,A
3855.0,Physical Education,B
3856.0,Math,D
3856.0,Science,F
3856.0,History,A
3856.0,English,F
3856.0,Physical Education,B
3857.0,Math,C
3857.0,Science,C
3857.0,History,F
3857.0,English,A
3857.0,Physical Education,F
3858.0,Math,C
3858.0,Science,F
3858.0,History,B
3858.0,English,F
3858.0,Physical Education,C
3859.0,Math,D
3859.0,Science,D
3859.0,History,A
3859.0,English,A
3859.0,Physical Education,F
3860.0,Math,A
3860.0,Science,B
3860.0,History,B
3860.0,English,B
3860.0,Physical Education,C
3861.0,Math,A
3861.0,Science,A
3861.0,History,C
3861.0,English,B
3861.0,Physical Education,F
3862.0,Math,F
3862.0,Science,D
3862.0,History,F
3862.0,English,D
3862.0,Physical Education,C
3863.0,Math,B
3863.0,Science,B
3863.0,History,A
3863.0,English,D
3863.0,Physical Education,C
3864.0,Math,A
3864.0,Science,A
3864.0,History,A
3864.0,English,B
3864.0,Physical Education,A
3865.0,Math,C
3865.0,Science,F
3865.0,History,B
3865.0,English,B
3865.0,Physical Education,B
3866.0,Math,B
3866.0,Science,C
3866.0,History,C
3866.0,English,C
3866.0,Physical Education,A
3867.0,Math,C
3867.0,Science,F
3867.0,History,F
3867.0,English,D
3867.0,Physical Education,B
3868.0,Math,D
3868.0,Science,A
3868.0,History,D
3868.0,English,A
3868.0,Physical Education,A
3869.0,Math,C
3869.0,Science,D
3869.0,History,C
3869.0,English,D
3869.0,Physical Education,D
3870.0,Math,D
3870.0,Science,D
3870.0,History,F
3870.0,English,B
3870.0,Physical Education,B
3871.0,Math,D
3871.0,Science,D
3871.0,History,D
3871.0,English,C
3871.0,Physical Education,F
3872.0,Math,C
3872.0,Science,A
3872.0,History,C
3872.0,English,B
3872.0,Physical Education,C
3873.0,Math,F
3873.0,Science,F
3873.0,History,A
3873.0,English,C
3873.0,Physical Education,D
3874.0,Math,A
3874.0,Science,D
3874.0,History,C
3874.0,English,D
3874.0,Physical Education,C
3875.0,Math,D
3875.0,Science,B
3875.0,History,B
3875.0,English,F
3875.0,Physical Education,F
3876.0,Math,D
3876.0,Science,A
3876.0,History,C
3876.0,English,C
3876.0,Physical Education,F
3877.0,Math,C
3877.0,Science,F
3877.0,History,F
3877.0,English,D
3877.0,Physical Education,F
3878.0,Math,B
3878.0,Science,C
3878.0,History,B
3878.0,English,B
3878.0,Physical Education,C
3879.0,Math,B
3879.0,Science,B
3879.0,History,F
3879.0,English,D
3879.0,Physical Education,B
3880.0,Math,C
3880.0,Science,A
3880.0,History,F
3880.0,English,C
3880.0,Physical Education,D
3881.0,Math,F
3881.0,Science,A
3881.0,History,A
3881.0,English,F
3881.0,Physical Education,B
3882.0,Math,F
3882.0,Science,A
3882.0,History,F
3882.0,English,F
3882.0,Physical Education,C
3883.0,Math,A
3883.0,Science,A
3883.0,History,D
3883.0,English,B
3883.0,Physical Education,F
3884.0,Math,A
3884.0,Science,D
3884.0,History,D
3884.0,English,F
3884.0,Physical Education,F
3885.0,Math,F
3885.0,Science,F
3885.0,History,A
3885.0,English,B
3885.0,Physical Education,C
3886.0,Math,B
3886.0,Science,C
3886.0,History,B
3886.0,English,D
3886.0,Physical Education,A
3887.0,Math,C
3887.0,Science,D
3887.0,History,F
3887.0,English,F
3887.0,Physical Education,C
3888.0,Math,C
3888.0,Science,A
3888.0,History,A
3888.0,English,B
3888.0,Physical Education,A
3889.0,Math,B
3889.0,Science,F
3889.0,History,A
3889.0,English,D
3889.0,Physical Education,A
3890.0,Math,D
3890.0,Science,A
3890.0,History,D
3890.0,English,A
3890.0,Physical Education,F
3891.0,Math,D
3891.0,Science,C
3891.0,History,B
3891.0,English,C
3891.0,Physical Education,F
3892.0,Math,F
3892.0,Science,C
3892.0,History,C
3892.0,English,C
3892.0,Physical Education,C
3893.0,Math,C
3893.0,Science,C
3893.0,History,A
3893.0,English,F
3893.0,Physical Education,B
3894.0,Math,B
3894.0,Science,D
3894.0,History,C
3894.0,English,D
3894.0,Physical Education,B
3895.0,Math,D
3895.0,Science,F
3895.0,History,D
3895.0,English,A
3895.0,Physical Education,A
3896.0,Math,F
3896.0,Science,A
3896.0,History,D
3896.0,English,F
3896.0,Physical Education,D
3897.0,Math,D
3897.0,Science,A
3897.0,History,B
3897.0,English,F
3897.0,Physical Education,D
3898.0,Math,A
3898.0,Science,D
3898.0,History,A
3898.0,English,D
3898.0,Physical Education,C
3899.0,Math,F
3899.0,Science,C
3899.0,History,D
3899.0,English,B
3899.0,Physical Education,D
3900.0,Math,F
3900.0,Science,A
3900.0,History,D
3900.0,English,B
3900.0,Physical Education,D
3901.0,Math,F
3901.0,Science,A
3901.0,History,B
3901.0,English,D
3901.0,Physical Education,D
3902.0,Math,F
3902.0,Science,D
3902.0,History,F
3902.0,English,D
3902.0,Physical Education,B
3903.0,Math,B
3903.0,Science,F
3903.0,History,F
3903.0,English,D
3903.0,Physical Education,A
3904.0,Math,F
3904.0,Science,A
3904.0,History,B
3904.0,English,B
3904.0,Physical Education,B
3905.0,Math,D
3905.0,Science,D
3905.0,History,D
3905.0,English,F
3905.0,Physical Education,A
3906.0,Math,C
3906.0,Science,C
3906.0,History,B
3906.0,English,A
3906.0,Physical Education,D
3907.0,Math,A
3907.0,Science,C
3907.0,History,D
3907.0,English,F
3907.0,Physical Education,B
3908.0,Math,A
3908.0,Science,D
3908.0,History,A
3908.0,English,D
3908.0,Physical Education,F
3909.0,Math,B
3909.0,Science,B
3909.0,History,A
3909.0,English,B
3909.0,Physical Education,F
3910.0,Math,C
3910.0,Science,A
3910.0,History,F
3910.0,English,B
3910.0,Physical Education,B
3911.0,Math,B
3911.0,Science,D
3911.0,History,F
3911.0,English,D
3911.0,Physical Education,A
3912.0,Math,A
3912.0,Science,C
3912.0,History,C
3912.0,English,F
3912.0,Physical Education,F
3913.0,Math,C
3913.0,Science,C
3913.0,History,C
3913.0,English,F
3913.0,Physical Education,F
3914.0,Math,D
3914.0,Science,F
3914.0,History,A
3914.0,English,F
3914.0,Physical Education,F
3915.0,Math,C
3915.0,Science,B
3915.0,History,D
3915.0,English,A
3915.0,Physical Education,A
3916.0,Math,F
3916.0,Science,C
3916.0,History,A
3916.0,English,D
3916.0,Physical Education,C
3917.0,Math,A
3917.0,Science,A
3917.0,History,F
3917.0,English,F
3917.0,Physical Education,C
3918.0,Math,A
3918.0,Science,C
3918.0,History,A
3918.0,English,C
3918.0,Physical Education,F
3919.0,Math,A
3919.0,Science,B
3919.0,History,A
3919.0,English,C
3919.0,Physical Education,F
3920.0,Math,D
3920.0,Science,C
3920.0,History,C
3920.0,English,F
3920.0,Physical Education,C
3921.0,Math,F
3921.0,Science,F
3921.0,History,D
3921.0,English,A
3921.0,Physical Education,A
3922.0,Math,D
3922.0,Science,D
3922.0,History,A
3922.0,English,B
3922.0,Physical Education,C
3923.0,Math,B
3923.0,Science,F
3923.0,History,B
3923.0,English,D
3923.0,Physical Education,F
3924.0,Math,C
3924.0,Science,D
3924.0,History,F
3924.0,English,D
3924.0,Physical Education,B
3925.0,Math,D
3925.0,Science,B
3925.0,History,F
3925.0,English,D
3925.0,Physical Education,D
3926.0,Math,D
3926.0,Science,F
3926.0,History,D
3926.0,English,B
3926.0,Physical Education,F
3927.0,Math,A
3927.0,Science,D
3927.0,History,B
3927.0,English,B
3927.0,Physical Education,A
3928.0,Math,A
3928.0,Science,D
3928.0,History,B
3928.0,English,D
3928.0,Physical Education,C
3929.0,Math,A
3929.0,Science,A
3929.0,History,D
3929.0,English,C
3929.0,Physical Education,C
3930.0,Math,A
3930.0,Science,F
3930.0,History,B
3930.0,English,A
3930.0,Physical Education,B
3931.0,Math,A
3931.0,Science,F
3931.0,History,A
3931.0,English,A
3931.0,Physical Education,F
3932.0,Math,C
3932.0,Science,A
3932.0,History,F
3932.0,English,D
3932.0,Physical Education,B
3933.0,Math,C
3933.0,Science,F
3933.0,History,D
3933.0,English,C
3933.0,Physical Education,A
3934.0,Math,D
3934.0,Science,C
3934.0,History,D
3934.0,English,B
3934.0,Physical Education,C
3935.0,Math,C
3935.0,Science,F
3935.0,History,A
3935.0,English,B
3935.0,Physical Education,B
3936.0,Math,A
3936.0,Science,A
3936.0,History,F
3936.0,English,F
3936.0,Physical Education,D
3937.0,Math,B
3937.0,Science,D
3937.0,History,A
3937.0,English,F
3937.0,Physical Education,F
3938.0,Math,C
3938.0,Science,B
3938.0,History,C
3938.0,English,A
3938.0,Physical Education,D
3939.0,Math,D
3939.0,Science,F
3939.0,History,C
3939.0,English,A
3939.0,Physical Education,D
3940.0,Math,C
3940.0,Science,B
3940.0,History,B
3940.0,English,C
3940.0,Physical Education,C
3941.0,Math,C
3941.0,Science,D
3941.0,History,B
3941.0,English,C
3941.0,Physical Education,C
3942.0,Math,A
3942.0,Science,A
3942.0,History,C
3942.0,English,C
3942.0,Physical Education,F
3943.0,Math,A
3943.0,Science,D
3943.0,History,B
3943.0,English,B
3943.0,Physical Education,C
3944.0,Math,D
3944.0,Science,F
3944.0,History,F
3944.0,English,B
3944.0,Physical Education,A
3945.0,Math,A
3945.0,Science,D
3945.0,History,D
3945.0,English,F
3945.0,Physical Education,F
3946.0,Math,A
3946.0,Science,C
3946.0,History,F
3946.0,English,B
3946.0,Physical Education,F
3947.0,Math,A
3947.0,Science,F
3947.0,History,B
3947.0,English,D
3947.0,Physical Education,F
3948.0,Math,D
3948.0,Science,C
3948.0,History,D
3948.0,English,C
3948.0,Physical Education,D
3949.0,Math,B
3949.0,Science,D
3949.0,History,B
3949.0,English,B
3949.0,Physical Education,A
3950.0,Math,F
3950.0,Science,A
3950.0,History,D
3950.0,English,A
3950.0,Physical Education,B
3951.0,Math,B
3951.0,Science,D
3951.0,History,F
3951.0,English,C
3951.0,Physical Education,C
3952.0,Math,F
3952.0,Science,F
3952.0,History,F
3952.0,English,F
3952.0,Physical Education,F
3953.0,Math,F
3953.0,Science,C
3953.0,History,A
3953.0,English,C
3953.0,Physical Education,C
3954.0,Math,B
3954.0,Science,C
3954.0,History,D
3954.0,English,D
3954.0,Physical Education,C
3955.0,Math,B
3955.0,Science,B
3955.0,History,F
3955.0,English,A
3955.0,Physical Education,B
3956.0,Math,F
3956.0,Science,A
3956.0,History,C
3956.0,English,C
3956.0,Physical Education,F
3957.0,Math,B
3957.0,Science,D
3957.0,History,D
3957.0,English,C
3957.0,Physical Education,B
3958.0,Math,B
3958.0,Science,B
3958.0,History,C
3958.0,English,F
3958.0,Physical Education,C
3959.0,Math,B
3959.0,Science,D
3959.0,History,F
3959.0,English,A
3959.0,Physical Education,A
3960.0,Math,C
3960.0,Science,A
3960.0,History,A
3960.0,English,B
3960.0,Physical Education,D
3961.0,Math,A
3961.0,Science,B
3961.0,History,B
3961.0,English,F
3961.0,Physical Education,B
3962.0,Math,F
3962.0,Science,A
3962.0,History,B
3962.0,English,F
3962.0,Physical Education,D
3963.0,Math,F
3963.0,Science,F
3963.0,History,D
3963.0,English,C
3963.0,Physical Education,A
3964.0,Math,F
3964.0,Science,C
3964.0,History,C
3964.0,English,D
3964.0,Physical Education,D
3965.0,Math,C
3965.0,Science,F
3965.0,History,C
3965.0,English,F
3965.0,Physical Education,B
3966.0,Math,D
3966.0,Science,F
3966.0,History,F
3966.0,English,F
3966.0,Physical Education,C
3967.0,Math,B
3967.0,Science,B
3967.0,History,F
3967.0,English,F
3967.0,Physical Education,F
3968.0,Math,B
3968.0,Science,B
3968.0,History,F
3968.0,English,C
3968.0,Physical Education,C
3969.0,Math,C
3969.0,Science,C
3969.0,History,D
3969.0,English,C
3969.0,Physical Education,D
3970.0,Math,C
3970.0,Science,B
3970.0,History,B
3970.0,English,D
3970.0,Physical Education,B
3971.0,Math,C
3971.0,Science,C
3971.0,History,B
3971.0,English,D
3971.0,Physical Education,C
3972.0,Math,B
3972.0,Science,C
3972.0,History,A
3972.0,English,A
3972.0,Physical Education,C
3973.0,Math,C
3973.0,Science,A
3973.0,History,F
3973.0,English,B
3973.0,Physical Education,F
3974.0,Math,B
3974.0,Science,F
3974.0,History,B
3974.0,English,F
3974.0,Physical Education,B
3975.0,Math,A
3975.0,Science,A
3975.0,History,F
3975.0,English,B
3975.0,Physical Education,D
3976.0,Math,C
3976.0,Science,A
3976.0,History,A
3976.0,English,D
3976.0,Physical Education,D
3977.0,Math,D
3977.0,Science,B
3977.0,History,D
3977.0,English,C
3977.0,Physical Education,B
3978.0,Math,A
3978.0,Science,C
3978.0,History,A
3978.0,English,C
3978.0,Physical Education,C
3979.0,Math,F
3979.0,Science,B
3979.0,History,B
3979.0,English,C
3979.0,Physical Education,C
3980.0,Math,C
3980.0,Science,D
3980.0,History,D
3980.0,English,A
3980.0,Physical Education,D
3981.0,Math,B
3981.0,Science,F
3981.0,History,F
3981.0,English,F
3981.0,Physical Education,D
3982.0,Math,A
3982.0,Science,B
3982.0,History,A
3982.0,English,A
3982.0,Physical Education,C
3983.0,Math,C
3983.0,Science,C
3983.0,History,A
3983.0,English,D
3983.0,Physical Education,A
3984.0,Math,A
3984.0,Science,C
3984.0,History,B
3984.0,English,C
3984.0,Physical Education,D
3985.0,Math,F
3985.0,Science,D
3985.0,History,C
3985.0,English,D
3985.0,Physical Education,F
3986.0,Math,C
3986.0,Science,C
3986.0,History,B
3986.0,English,F
3986.0,Physical Education,D
3987.0,Math,D
3987.0,Science,D
3987.0,History,A
3987.0,English,C
3987.0,Physical Education,F
3988.0,Math,B
3988.0,Science,A
3988.0,History,C
3988.0,English,A
3988.0,Physical Education,B
3989.0,Math,A
3989.0,Science,B
3989.0,History,F
3989.0,English,D
3989.0,Physical Education,B
3990.0,Math,C
3990.0,Science,A
3990.0,History,B
3990.0,English,B
3990.0,Physical Education,F
3991.0,Math,A
3991.0,Science,B
3991.0,History,D
3991.0,English,A
3991.0,Physical Education,C
3992.0,Math,B
3992.0,Science,C
3992.0,History,B
3992.0,English,C
3992.0,Physical Education,C
3993.0,Math,D
3993.0,Science,B
3993.0,History,F
3993.0,English,A
3993.0,Physical Education,D
3994.0,Math,D
3994.0,Science,A
3994.0,History,F
3994.0,English,F
3994.0,Physical Education,C
3995.0,Math,D
3995.0,Science,F
3995.0,History,F
3995.0,English,F
3995.0,Physical Education,C
3996.0,Math,F
3996.0,Science,D
3996.0,History,D
3996.0,English,C
3996.0,Physical Education,F
3997.0,Math,B
3997.0,Science,F
3997.0,History,A
3997.0,English,A
3997.0,Physical Education,A
3998.0,Math,C
3998.0,Science,C
3998.0,History,D
3998.0,English,F
3998.0,Physical Education,A
3999.0,Math,B
3999.0,Science,D
3999.0,History,F
3999.0,English,F
3999.0,Physical Education,A
4000.0,Math,C
4000.0,Science,C
4000.0,History,F
4000.0,English,B
4000.0,Physical Education,D
4001.0,Math,F
4001.0,Science,B
4001.0,History,C
4001.0,English,F
4001.0,Physical Education,F
4002.0,Math,F
4002.0,Science,D
4002.0,History,D
4002.0,English,B
4002.0,Physical Education,F
4003.0,Math,F
4003.0,Science,C
4003.0,History,F
4003.0,English,F
4003.0,Physical Education,A
4004.0,Math,D
4004.0,Science,A
4004.0,History,B
4004.0,English,C
4004.0,Physical Education,F
4005.0,Math,F
4005.0,Science,F
4005.0,History,C
4005.0,English,D
4005.0,Physical Education,A
4006.0,Math,A
4006.0,Science,A
4006.0,History,A
4006.0,English,D
4006.0,Physical Education,A
4007.0,Math,F
4007.0,Science,C
4007.0,History,C
4007.0,English,D
4007.0,Physical Education,B
4008.0,Math,A
4008.0,Science,C
4008.0,History,F
4008.0,English,F
4008.0,Physical Education,F
4009.0,Math,F
4009.0,Science,D
4009.0,History,F
4009.0,English,B
4009.0,Physical Education,F
4010.0,Math,D
4010.0,Science,B
4010.0,History,D
4010.0,English,C
4010.0,Physical Education,C
4011.0,Math,B
4011.0,Science,F
4011.0,History,C
4011.0,English,B
4011.0,Physical Education,C
4012.0,Math,F
4012.0,Science,D
4012.0,History,A
4012.0,English,C
4012.0,Physical Education,A
4013.0,Math,B
4013.0,Science,C
4013.0,History,B
4013.0,English,D
4013.0,Physical Education,C
4014.0,Math,C
4014.0,Science,F
4014.0,History,A
4014.0,English,B
4014.0,Physical Education,A
4015.0,Math,D
4015.0,Science,A
4015.0,History,A
4015.0,English,A
4015.0,Physical Education,B
4016.0,Math,F
4016.0,Science,C
4016.0,History,B
4016.0,English,A
4016.0,Physical Education,F
4017.0,Math,D
4017.0,Science,C
4017.0,History,C
4017.0,English,A
4017.0,Physical Education,D
4018.0,Math,F
4018.0,Science,F
4018.0,History,A
4018.0,English,A
4018.0,Physical Education,A
4019.0,Math,B
4019.0,Science,D
4019.0,History,A
4019.0,English,C
4019.0,Physical Education,F
4020.0,Math,C
4020.0,Science,B
4020.0,History,C
4020.0,English,D
4020.0,Physical Education,D
4021.0,Math,F
4021.0,Science,F
4021.0,History,C
4021.0,English,B
4021.0,Physical Education,C
4022.0,Math,C
4022.0,Science,F
4022.0,History,D
4022.0,English,B
4022.0,Physical Education,A
4023.0,Math,F
4023.0,Science,C
4023.0,History,C
4023.0,English,F
4023.0,Physical Education,C
4024.0,Math,F
4024.0,Science,C
4024.0,History,D
4024.0,English,D
4024.0,Physical Education,B
4025.0,Math,A
4025.0,Science,A
4025.0,History,C
4025.0,English,D
4025.0,Physical Education,D
4026.0,Math,A
4026.0,Science,B
4026.0,History,D
4026.0,English,D
4026.0,Physical Education,D
4027.0,Math,F
4027.0,Science,B
4027.0,History,A
4027.0,English,D
4027.0,Physical Education,A
4028.0,Math,C
4028.0,Science,B
4028.0,History,C
4028.0,English,D
4028.0,Physical Education,D
4029.0,Math,D
4029.0,Science,F
4029.0,History,D
4029.0,English,F
4029.0,Physical Education,A
4030.0,Math,D
4030.0,Science,A
4030.0,History,A
4030.0,English,D
4030.0,Physical Education,A
4031.0,Math,B
4031.0,Science,F
4031.0,History,D
4031.0,English,B
4031.0,Physical Education,D
4032.0,Math,A
4032.0,Science,D
4032.0,History,C
4032.0,English,D
4032.0,Physical Education,C
4033.0,Math,D
4033.0,Science,C
4033.0,History,C
4033.0,English,F
4033.0,Physical Education,A
4034.0,Math,B
4034.0,Science,B
4034.0,History,F
